Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating
Uniqlo,Germany,2024,424.16,23.45,23,13909.96,192.35,985.89,143.79,60,0,24.92,159.52,4,3929,5247,-0.19,Neutral,289.4,0.57,82.42,58.56,90.26,1.09
H&M,UK,2021,755.89,25.29,21,10003.6,181.18,881.06,138.84,59,0,11.11,72.51,8,8725,5358,0.36,Neutral,429.35,0.55,88.25,83.53,13.54,3.09
Zara,Turkey,2015,505.38,19.64,20,7680.69,306.21,1046.52,155.96,69,1,29.68,71.81,3,6673,6999,1.0,Positive,645.27,0.51,5.17,17.61,53.25,2.75
Shein,Bangladesh,2017,506.46,21.04,15,13678.97,100.4,908.18,266.68,47,1,27.35,85.67,6,3050,4261,-0.52,Negative,480.04,0.25,24.54,75.91,25.05,3.42
H&M,Brazil,2023,805.74,29.97,24,5776.49,198.48,691.84,228.68,44,2,37.59,125.41,14,2717,149,0.26,Neutral,633.9,0.66,73.34,6.71,10.25,1.41
Zara,Indonesia,2019,692.09,13.03,27,15882.47,234.98,886.79,124.17,64,3,35.47,179.34,13,118,1572,0.15,Positive,415.32,0.41,44.82,68.11,70.07,0.14
Shein,China,2019,494.32,27.86,9,7999.62,97.91,991.99,186.49,63,0,10.4,167.57,17,8195,7944,-0.05,Negative,526.11,0.31,42.92,38.15,33.27,1.06
Zara,Brazil,2017,460.6,20.82,23,16394.2,175.33,953.58,75.97,69,2,38.42,96.76,11,2589,6559,0.99,Negative,531.26,0.82,51.52,90.03,11.19,4.71
H&M,UK,2019,637.77,18.11,6,5857.56,232.29,669.49,136.63,60,0,29.46,84.88,5,4540,2513,0.33,Negative,429.35,0.27,15.4,15.54,88.2,3.56
Forever 21,Germany,2023,604.1,18.59,27,1980.04,217.45,469.8,113.73,60,2,10.43,115.91,5,9145,4320,0.26,Neutral,817.89,0.59,24.05,13.99,88.47,0.67
Uniqlo,Indonesia,2019,532.06,16.31,11,8240.12,206.58,685.84,121.12,55,0,27.58,143.69,5,9099,2895,0.72,Negative,715.07,0.67,69.42,22.38,26.15,4.54
H&M,UK,2017,900.9,14.06,13,3372.34,211.3,564.49,185.33,42,1,32.2,99.02,11,9887,3305,0.92,Negative,529.88,0.48,23.95,11.54,20.81,2.86
Forever 21,India,2024,611.75,13.84,21,9519.96,237.98,662.65,47.35,63,1,12.02,150.29,17,9568,2194,-0.41,Positive,652.01,0.13,93.67,35.55,53.88,0.72
Zara,Vietnam,2017,438.39,12.11,10,6783.27,252.72,781.64,143.3,59,1,35.72,122.8,14,3861,2950,0.73,Neutral,500.11,0.84,19.21,10.77,85.62,0.89
Shein,Bangladesh,2024,582.75,17.74,21,9178.64,237.87,896.98,133.97,48,1,16.85,107.76,3,9462,4233,0.76,Positive,665.37,0.14,30.43,90.99,59.65,3.58
Forever 21,USA,2021,512.67,26.13,22,3938.65,278.92,1036.9,205.89,57,1,27.4,165.2,7,2464,5878,0.11,Negative,267.93,0.21,56.53,55.15,75.44,3.17
Uniqlo,Bangladesh,2016,611.74,24.02,12,9875.13,256.07,958.69,105.55,60,0,12.31,101.14,6,8581,613,0.04,Negative,271.42,0.31,4.55,22.51,23.04,3.44
Forever 21,Germany,2021,393.45,14.08,17,8564.04,337.67,1060.55,100.23,44,1,15.09,117.11,8,8780,6817,-0.54,Positive,485.58,0.85,17.47,93.86,30.67,0.09
Uniqlo,India,2024,448.24,13.66,17,8805.71,141.0,740.84,165.6,60,1,10.4,113.13,12,3837,4231,0.91,Positive,604.32,0.39,76.51,13.27,43.36,1.12
Zara,Brazil,2015,99.78,18.79,20,13679.14,145.82,755.47,116.34,63,1,23.02,111.6,13,3842,1812,-0.35,Negative,447.01,0.58,0.69,40.88,55.51,2.57
Forever 21,India,2017,701.85,17.8,7,9801.68,177.07,877.93,207.14,68,1,36.76,114.36,6,1595,2925,0.67,Neutral,554.67,0.22,15.48,60.66,81.68,0.95
Forever 21,UK,2020,611.63,20.86,15,10791.16,222.4,894.46,112.64,58,0,17.47,71.79,11,489,2295,0.23,Neutral,506.8,0.19,21.21,46.67,37.37,1.62
Shein,Germany,2015,457.75,24.87,24,4443.12,113.23,1175.77,85.25,68,1,21.16,109.76,11,7908,4457,-0.37,Negative,846.51,0.1,92.38,29.39,18.05,0.45
H&M,Turkey,2019,559.45,14.41,18,13228.87,248.83,855.72,97.41,43,1,30.52,141.4,6,8861,247,-0.89,Positive,554.87,0.75,14.0,63.74,66.37,4.02
Forever 21,Germany,2024,457.5,19.69,20,13515.47,188.67,798.11,227.09,68,1,30.09,197.56,17,4536,2936,0.6,Positive,609.45,0.54,5.11,81.46,75.77,2.29
Zara,India,2017,317.78,18.82,12,8740.01,135.16,912.72,184.5,64,0,33.65,77.9,11,6863,2898,-0.7,Positive,648.73,0.88,92.27,96.8,83.47,4.44
Forever 21,Indonesia,2018,480.24,25.99,8,6250.48,296.96,511.31,141.58,43,1,18.57,126.37,5,9104,7274,0.51,Positive,683.98,0.19,80.3,6.35,87.05,1.96
Shein,Turkey,2020,231.17,22.0,22,8565.5,248.47,1190.83,192.64,48,0,34.03,113.04,6,5486,966,0.9,Neutral,304.33,0.47,97.99,6.79,79.1,2.37
Forever 21,Brazil,2022,649.97,15.75,23,9277.77,223.17,834.5,176.73,61,1,28.34,99.79,12,5367,6190,0.7,Positive,615.25,0.94,73.05,82.02,28.92,3.34
H&M,Brazil,2018,710.64,21.97,8,10832.44,235.72,608.56,146.12,69,0,26.73,122.76,8,8099,1460,0.31,Neutral,425.27,0.4,82.75,98.94,77.9,3.71
Zara,China,2022,576.72,9.3,13,12728.01,270.86,851.15,63.6,68,1,33.9,98.29,9,9031,1888,-0.96,Negative,298.68,0.43,3.97,22.48,38.17,4.34
Zara,USA,2021,828.77,20.87,10,13651.55,223.82,881.01,140.69,49,2,27.59,87.41,17,7945,945,-0.42,Neutral,701.36,0.15,25.11,17.62,92.36,4.26
Uniqlo,India,2023,636.6,17.53,23,8576.8,196.02,923.05,120.17,46,1,30.38,86.4,11,682,4169,0.1,Positive,632.3,0.17,87.31,32.37,58.54,3.56
Shein,Brazil,2017,446.94,27.27,13,6956.06,198.55,1064.42,155.75,62,0,39.34,144.35,4,2202,6822,0.28,Negative,459.27,0.77,79.11,69.39,32.99,1.65
H&M,India,2021,452.94,19.48,25,8745.2,211.77,785.62,174.76,50,2,17.81,183.23,6,4252,2611,-0.89,Positive,289.93,0.6,64.8,64.16,72.83,2.6
Zara,Brazil,2015,487.51,24.66,24,10571.23,181.44,1005.59,147.82,56,0,27.11,130.94,13,3451,934,0.16,Neutral,759.96,0.74,86.65,96.76,89.18,2.34
Zara,Turkey,2021,374.49,23.98,28,8069.13,228.11,892.57,153.94,65,4,27.94,134.85,14,8710,6428,-0.13,Positive,508.45,0.85,11.15,48.12,48.26,3.42
H&M,Bangladesh,2021,455.42,23.03,28,8697.57,284.75,731.45,207.91,53,1,37.47,129.43,7,3644,516,0.57,Neutral,321.85,0.28,69.92,57.21,13.53,3.97
Zara,UK,2020,494.21,15.66,16,10158.07,287.98,1014.99,131.98,51,1,16.07,99.96,4,7551,1973,-0.49,Positive,574.25,0.39,63.32,44.04,55.9,0.72
Shein,Turkey,2017,362.43,22.3,29,11594.05,260.72,984.7,221.24,54,3,26.17,133.37,3,2759,7216,0.26,Neutral,536.39,0.28,55.4,54.66,88.87,4.48
Shein,Indonesia,2016,432.88,19.94,29,9995.49,197.93,528.68,222.03,57,0,11.98,128.22,9,4339,3249,0.06,Neutral,717.75,0.47,53.83,74.68,71.28,3.29
H&M,Vietnam,2024,533.24,24.07,19,11915.64,129.39,1014.17,205.72,59,0,28.26,71.03,3,1571,5401,-0.64,Neutral,660.48,0.83,14.84,26.44,21.78,3.56
Shein,India,2024,279.09,15.25,15,15409.58,130.56,1040.6,190.07,56,2,32.44,201.31,15,3230,1310,-0.88,Negative,654.56,0.65,71.69,31.07,97.86,0.72
H&M,Indonesia,2024,539.76,23.08,7,13910.52,141.14,789.73,117.93,69,0,38.58,101.66,4,6733,2636,-0.39,Negative,753.18,0.37,62.49,13.48,99.33,1.44
Forever 21,UK,2016,302.46,17.2,29,9416.75,258.47,796.86,180.51,52,0,25.41,146.77,8,9951,3138,0.77,Neutral,809.3,0.62,10.8,46.38,69.89,2.26
Uniqlo,Turkey,2023,468.1,25.17,22,6966.5,180.51,514.83,108.46,57,0,39.55,88.18,4,1824,1229,-0.46,Negative,415.99,0.56,59.61,41.82,39.38,3.5
H&M,Germany,2017,549.36,15.88,6,11408.74,202.25,703.03,161.12,69,2,32.09,151.68,4,8696,2603,0.0,Neutral,371.98,0.98,93.62,28.11,38.59,2.16
Uniqlo,Bangladesh,2021,467.99,15.6,9,5625.81,200.78,1044.36,149.78,66,4,25.58,97.85,13,8678,5450,-0.66,Positive,399.03,0.42,18.67,50.17,66.37,3.49
Forever 21,Turkey,2024,764.86,33.28,6,10102.34,199.69,820.59,97.2,58,1,19.82,111.74,11,6561,2462,-0.92,Negative,386.7,0.67,36.26,15.37,93.47,3.19
H&M,Germany,2018,518.35,23.25,26,10326.25,173.87,1010.02,93.48,58,1,20.62,151.01,13,4561,3615,0.85,Neutral,831.91,0.65,70.35,86.59,84.36,1.76
Zara,Bangladesh,2024,649.07,19.23,8,4759.18,267.89,825.17,160.04,67,1,18.16,84.27,15,6433,1435,0.75,Negative,531.8,0.63,7.48,67.87,89.76,2.52
Zara,Turkey,2021,539.39,19.98,9,11613.21,267.4,655.5,103.31,55,2,15.16,120.08,10,710,6630,-0.12,Negative,393.61,0.69,46.96,49.84,29.57,0.24
Uniqlo,India,2020,437.52,11.31,9,14540.39,212.37,468.05,238.87,40,1,30.05,154.06,19,3622,6738,-0.51,Negative,703.97,0.59,6.25,33.39,88.32,2.66
Shein,Turkey,2020,253.8,17.78,29,11934.55,169.05,804.78,166.65,54,1,11.31,79.61,15,8486,7243,-0.97,Positive,219.51,0.69,70.96,72.2,56.31,3.5
Uniqlo,Brazil,2021,373.35,21.52,9,6889.89,248.75,573.1,123.25,62,3,38.52,178.76,12,7635,490,0.08,Neutral,96.52,0.97,2.78,91.24,89.86,4.29
H&M,USA,2018,473.43,8.18,24,8612.73,201.37,602.47,177.68,46,2,30.88,144.43,15,9430,257,-0.39,Neutral,515.08,0.47,94.36,25.13,26.05,3.3
H&M,Bangladesh,2017,446.55,15.42,27,5823.88,146.99,579.47,163.47,67,2,30.13,112.57,16,2421,4908,-0.66,Negative,509.17,0.3,65.3,88.59,38.5,0.61
Zara,China,2015,495.03,19.14,23,8315.79,270.09,483.82,144.72,49,2,32.55,127.14,11,1857,7440,-0.79,Negative,240.94,0.38,33.88,76.94,33.27,2.47
H&M,Turkey,2023,396.91,23.17,29,12328.93,163.89,866.35,85.92,55,1,11.19,156.79,11,5486,4861,-0.99,Neutral,323.67,0.45,96.3,9.87,23.34,2.85
Forever 21,Turkey,2019,269.31,23.27,17,5276.58,214.65,840.63,171.84,56,0,32.46,123.01,12,3594,4256,-0.06,Positive,296.68,0.84,77.2,36.64,49.83,3.17
Zara,UK,2023,574.95,18.37,6,13767.26,210.26,686.52,131.88,60,1,14.9,167.94,19,7800,7198,-0.1,Positive,323.47,0.72,39.07,7.0,13.64,2.99
Uniqlo,Vietnam,2017,431.84,27.28,24,7543.82,213.24,978.43,172.81,46,0,26.8,91.94,4,5039,2424,-0.54,Negative,604.39,0.76,19.94,24.03,10.36,4.81
Shein,Germany,2017,527.5,24.53,8,8296.24,232.07,1168.16,156.94,55,0,37.32,78.5,19,5961,3248,-0.63,Neutral,464.17,0.66,6.49,55.25,14.13,2.88
H&M,UK,2018,694.96,11.87,28,8815.17,159.05,765.66,118.71,62,0,26.72,143.11,7,9074,4691,0.11,Neutral,333.36,0.42,99.92,28.54,4.78,3.51
H&M,India,2019,675.79,13.56,6,9527.44,253.57,681.45,124.88,45,0,17.37,149.24,19,2515,6892,0.09,Neutral,757.79,0.71,27.18,97.08,27.37,4.44
Forever 21,Brazil,2017,527.0,21.75,13,9472.33,341.97,879.45,183.86,57,0,26.22,123.86,14,8345,1202,-0.15,Positive,524.28,0.65,66.76,33.46,69.26,2.95
Zara,India,2017,783.54,23.87,25,4351.04,238.98,939.89,192.14,59,0,29.83,102.08,16,3911,119,0.56,Positive,563.26,0.21,46.72,65.45,96.1,1.34
Zara,Turkey,2017,570.29,11.9,7,8862.33,230.09,740.06,195.05,56,0,35.84,115.37,10,2182,4947,-0.16,Neutral,612.37,0.23,28.41,49.19,84.35,3.74
Zara,Turkey,2021,513.9,15.82,23,9199.01,109.03,1088.22,194.34,43,3,15.79,123.99,9,4016,708,-0.59,Neutral,688.02,0.99,70.13,62.75,32.43,0.67
H&M,China,2019,760.29,10.21,16,7720.96,135.27,604.57,250.9,52,2,26.25,159.13,3,6129,3334,-0.57,Positive,428.44,0.63,88.37,84.44,52.1,4.75
Forever 21,Germany,2018,532.13,29.26,29,11459.03,80.68,1011.38,196.19,69,1,23.07,140.15,13,6200,7815,0.44,Negative,600.94,0.7,94.22,91.26,39.78,0.16
Uniqlo,Indonesia,2023,338.28,16.96,28,5986.73,211.63,863.45,222.04,61,3,28.68,126.99,12,9760,2468,0.87,Positive,408.95,0.64,75.27,85.82,38.91,2.9
Forever 21,Brazil,2018,495.5,23.89,26,13282.91,233.7,1010.17,143.47,42,0,17.09,120.89,5,7063,4214,0.69,Positive,821.81,0.16,57.83,41.31,59.96,4.31
Uniqlo,UK,2016,307.86,12.71,23,9556.89,229.87,835.22,120.65,44,1,32.97,69.97,8,2865,2555,0.62,Negative,339.54,0.75,93.1,95.98,26.84,3.93
Uniqlo,Turkey,2017,548.98,27.6,6,9943.83,198.99,657.88,144.76,68,1,21.43,78.47,12,5918,2668,-0.31,Negative,479.42,0.55,21.7,16.02,24.36,0.36
H&M,Brazil,2019,643.08,14.44,14,6785.33,246.13,946.98,228.42,63,1,36.94,162.99,4,3507,5976,-0.75,Negative,781.22,0.77,84.69,81.78,45.96,3.45
Forever 21,UK,2023,313.66,21.42,19,13183.27,193.76,1233.35,161.14,60,2,24.33,136.28,10,6638,5336,-0.9,Positive,651.97,0.55,11.03,68.13,90.06,4.61
Shein,Bangladesh,2022,614.59,31.59,25,17850.99,113.56,850.93,187.85,57,1,13.23,117.1,3,4627,2336,0.13,Positive,611.68,0.54,73.53,34.96,62.54,0.12
Shein,Bangladesh,2020,480.32,22.13,6,7289.8,188.16,893.13,104.08,54,0,21.81,76.61,4,900,2562,0.28,Negative,557.38,0.68,35.66,23.74,22.04,0.2
Zara,China,2016,570.48,17.68,23,10078.43,235.32,515.7,169.61,61,0,13.33,97.61,5,6563,4364,0.68,Negative,663.63,0.96,41.63,87.75,30.4,0.01
Shein,India,2019,531.25,18.17,16,7176.65,288.41,636.88,233.67,48,1,37.31,115.95,18,7973,7134,-0.1,Negative,414.94,0.74,42.13,0.16,36.93,0.34
Uniqlo,Indonesia,2016,601.3,23.34,19,7184.7,270.48,658.81,71.75,63,1,26.39,90.07,14,6850,560,-0.92,Positive,359.87,0.4,31.27,0.56,48.78,4.53
Forever 21,India,2023,591.8,25.01,20,11483.08,90.38,828.45,154.44,49,0,20.06,108.92,9,8146,2896,0.68,Positive,352.98,0.87,88.24,27.5,13.37,0.52
Zara,Brazil,2016,294.46,10.31,22,11115.91,166.94,646.41,176.11,46,2,19.41,137.97,17,6884,414,0.58,Neutral,505.9,0.61,92.06,13.45,24.52,1.53
Uniqlo,Germany,2022,575.14,16.22,28,6691.92,277.38,535.91,148.68,40,0,20.29,108.59,19,4494,4814,-0.03,Neutral,318.16,0.44,69.59,59.7,7.81,1.56
Uniqlo,USA,2024,497.83,22.08,22,10667.82,186.21,420.14,58.56,52,3,14.15,145.7,12,7333,5866,-0.25,Positive,631.5,0.58,38.38,80.6,49.52,4.52
Uniqlo,USA,2022,446.73,18.73,12,8070.67,194.4,947.69,196.88,54,1,33.63,86.22,16,1655,3464,-0.24,Neutral,489.66,0.3,14.02,13.64,34.8,4.02
Uniqlo,USA,2024,511.0,22.38,13,10302.7,207.75,772.6,172.7,67,1,21.73,57.72,6,8960,7394,0.94,Positive,396.78,0.43,22.06,7.82,83.69,4.35
H&M,Bangladesh,2024,778.52,9.16,21,11924.32,228.52,491.42,224.44,67,1,36.03,115.05,13,6717,4359,0.61,Negative,337.26,0.99,11.93,78.22,12.59,0.78
H&M,Germany,2020,493.57,17.2,19,5473.11,263.43,957.94,262.11,41,1,11.92,125.52,18,8023,134,-0.45,Negative,82.03,0.14,5.6,26.87,40.77,2.69
Shein,Germany,2015,595.45,22.41,25,9814.96,93.37,672.33,139.1,42,2,11.38,115.64,17,9599,4476,-0.82,Positive,562.18,0.82,86.84,84.05,32.93,0.15
Shein,USA,2024,630.6,18.44,25,8558.86,160.94,823.56,183.97,43,0,26.91,89.1,13,4885,4929,0.97,Negative,775.25,0.65,53.03,21.14,48.8,2.24
Uniqlo,Indonesia,2015,445.33,11.81,24,6746.24,238.95,514.97,130.13,56,0,37.21,123.02,13,1598,6786,-0.64,Positive,760.32,0.67,68.1,23.75,32.01,1.92
Uniqlo,USA,2019,353.6,21.34,29,4642.95,329.04,655.84,63.64,53,1,31.96,157.82,14,4939,5505,-0.73,Neutral,625.62,0.77,11.09,78.5,82.55,0.1
Zara,Turkey,2019,569.54,25.18,8,12779.04,185.7,833.41,93.33,63,2,26.95,72.88,8,948,3047,-0.36,Neutral,656.66,0.42,71.83,1.15,46.4,1.72
H&M,Turkey,2018,556.15,22.27,19,10002.89,224.12,823.11,99.81,42,1,25.82,120.0,18,3317,1089,0.25,Negative,376.32,0.79,1.28,75.0,13.02,3.49
Shein,Vietnam,2024,820.56,10.81,9,3275.98,199.88,807.24,169.66,61,4,37.4,121.39,4,8114,7918,-0.25,Positive,293.18,0.99,99.98,71.08,88.8,0.22
Forever 21,Germany,2021,377.35,13.01,24,7687.38,186.02,763.67,150.32,53,1,37.88,120.06,5,9762,7811,0.08,Neutral,782.89,0.28,80.45,75.28,29.18,0.59
Uniqlo,UK,2018,562.37,14.23,6,6710.06,159.44,562.15,163.95,40,1,21.34,73.05,3,4691,3608,0.38,Positive,366.12,0.18,84.42,17.94,17.41,3.67
Uniqlo,China,2023,472.44,19.23,28,8937.62,222.27,547.31,102.44,45,0,22.4,116.01,10,1040,5419,0.31,Neutral,368.71,0.8,59.25,59.79,23.52,3.35
Forever 21,Bangladesh,2017,433.59,16.48,23,7876.6,131.05,422.94,145.43,64,1,21.54,93.67,6,5153,1210,0.84,Negative,485.88,0.61,16.59,43.67,13.89,0.6
Forever 21,China,2015,411.28,27.08,10,7021.66,339.7,421.73,74.13,41,2,37.22,109.32,19,2308,7060,-0.91,Neutral,557.87,0.56,85.11,0.44,27.58,4.6
H&M,Turkey,2015,528.41,16.3,9,13255.38,403.83,905.31,167.49,66,1,29.93,114.28,19,7389,4715,-0.48,Positive,227.05,0.71,34.71,6.52,23.94,1.95
Uniqlo,China,2019,641.18,16.05,25,19029.59,295.12,774.36,221.08,56,0,19.88,104.59,15,5646,6943,-0.26,Positive,489.74,0.18,95.88,75.13,62.07,1.02
Uniqlo,Bangladesh,2023,366.1,17.92,11,10514.14,194.52,891.41,160.12,54,3,13.15,107.37,6,4624,2114,0.83,Neutral,554.41,0.19,51.53,0.14,41.6,0.42
Forever 21,Germany,2024,804.98,10.74,24,13769.61,217.71,962.15,124.73,63,1,23.9,170.68,14,5252,6345,-0.89,Negative,474.32,0.69,88.46,56.5,7.99,2.11
H&M,Vietnam,2021,304.21,25.87,27,18212.7,154.49,651.66,188.49,47,1,39.79,113.9,18,2731,2003,-0.61,Neutral,558.59,0.28,59.41,41.61,59.52,1.65
Zara,Turkey,2019,589.88,17.6,6,7519.89,230.09,817.05,105.54,62,1,15.42,137.26,17,6124,2813,0.87,Negative,496.96,0.18,16.21,29.08,61.68,0.31
Forever 21,USA,2023,444.08,14.62,13,10130.35,178.29,651.92,214.68,62,0,26.65,79.13,19,7191,1980,0.45,Negative,246.73,0.35,91.75,94.81,81.04,3.3
Uniqlo,Indonesia,2015,341.23,10.03,13,10239.06,219.39,591.63,67.23,64,1,31.04,95.24,17,9254,1189,-0.68,Negative,424.75,0.99,80.34,28.92,74.05,0.68
Uniqlo,Turkey,2021,425.2,20.87,23,14155.43,166.79,737.68,178.88,54,1,19.3,86.92,5,2589,2711,0.68,Neutral,378.68,0.87,12.36,90.78,27.68,3.34
H&M,China,2024,346.52,24.86,17,7408.94,232.9,723.17,174.84,61,1,19.87,107.95,17,4325,1598,-0.92,Positive,466.32,0.89,15.29,58.81,64.11,3.15
Zara,Brazil,2015,536.79,20.66,16,9714.74,252.82,799.21,108.79,69,0,35.83,72.45,13,4833,1709,-0.82,Neutral,683.82,0.46,7.74,82.93,46.31,2.94
Forever 21,Turkey,2019,552.99,20.28,16,13636.69,183.42,568.86,121.71,61,0,23.08,157.1,19,8243,5323,-0.36,Neutral,797.55,0.58,97.5,4.51,52.87,1.65
Shein,Turkey,2018,476.86,15.34,14,9224.41,282.45,410.15,178.43,42,0,19.37,85.94,17,928,1679,0.51,Negative,171.88,0.27,91.17,41.41,1.11,3.34
Forever 21,India,2018,354.62,21.35,28,9275.49,179.3,489.56,138.9,60,2,13.44,137.57,5,4089,4952,0.62,Positive,856.17,0.99,37.97,7.76,24.35,4.79
Forever 21,India,2015,363.73,18.43,24,10278.65,180.19,761.01,144.41,53,0,28.87,138.87,17,563,1428,0.53,Neutral,803.5,0.34,28.45,54.1,46.3,4.78
Forever 21,Brazil,2021,437.39,18.79,29,11512.19,208.11,935.8,164.53,60,3,39.5,94.29,7,6640,6465,-0.23,Negative,571.93,0.91,3.34,63.07,35.06,0.54
Zara,Brazil,2016,407.93,33.72,26,10857.64,133.4,581.91,156.74,49,0,19.95,105.75,10,6790,6749,-0.26,Neutral,495.65,0.78,37.16,24.89,60.77,3.73
Shein,Indonesia,2021,768.56,21.51,14,7464.68,126.66,697.2,138.58,46,3,35.91,117.15,16,6059,4110,-0.85,Negative,490.19,0.52,19.83,35.58,67.7,4.86
Forever 21,Germany,2016,602.91,21.74,10,3484.63,237.42,692.61,48.42,69,0,20.46,62.18,16,6845,3743,0.64,Neutral,347.57,0.81,79.8,1.64,75.39,4.26
Zara,Brazil,2022,715.76,23.01,15,14095.84,201.72,811.55,190.96,48,2,23.93,116.36,18,8749,1055,-0.49,Neutral,514.82,0.77,67.2,52.56,32.54,4.36
Shein,Indonesia,2021,245.98,13.43,12,7126.73,197.89,1084.6,165.69,68,0,10.64,87.8,3,220,3130,0.24,Neutral,530.78,0.91,36.62,82.85,2.9,4.26
Uniqlo,Brazil,2015,452.57,16.52,27,15198.24,225.95,1009.75,110.41,54,2,27.34,95.27,12,7539,7412,0.5,Positive,322.05,0.41,46.53,59.04,7.36,3.56
H&M,China,2015,843.26,22.46,28,8051.63,216.9,902.64,215.89,60,1,18.29,94.89,8,7372,418,0.17,Neutral,884.35,0.16,30.25,6.65,48.02,4.51
H&M,Bangladesh,2017,697.38,17.42,14,9533.69,323.26,781.37,87.81,44,1,11.74,134.69,11,9900,3579,-0.93,Negative,380.12,0.36,44.88,73.59,4.41,3.91
Uniqlo,Germany,2022,595.94,16.34,16,7007.41,131.24,502.84,113.23,52,0,21.79,114.76,9,7950,2832,0.01,Negative,325.56,0.58,44.99,58.48,22.97,1.04
H&M,India,2022,488.55,23.4,21,12606.96,247.81,1179.83,186.65,65,2,34.45,118.17,16,1541,2930,-0.76,Neutral,502.2,0.85,21.88,84.11,23.64,3.85
H&M,Indonesia,2020,797.53,22.45,7,9583.27,272.32,1118.01,44.68,56,0,14.84,138.3,7,2382,2588,-0.43,Negative,316.45,0.6,55.42,45.15,24.15,2.83
Forever 21,Germany,2015,467.62,16.1,16,7398.22,231.42,697.03,131.44,51,0,26.18,159.5,4,658,6293,-0.52,Neutral,668.09,0.32,78.18,94.8,59.58,0.79
H&M,UK,2021,545.51,13.77,27,6106.19,172.81,639.44,111.03,54,2,10.56,57.08,5,5687,3803,0.84,Neutral,459.87,0.72,7.4,93.27,16.84,2.24
Zara,Turkey,2017,281.12,19.69,29,10561.1,249.15,808.55,120.52,56,1,13.76,196.03,16,2626,3257,-0.9,Positive,655.01,0.32,72.25,55.12,2.34,2.05
Shein,USA,2023,401.15,16.83,17,9953.97,317.61,990.02,159.63,43,1,26.25,152.19,5,1412,4908,0.27,Positive,549.0,0.11,10.81,9.13,37.47,3.11
Forever 21,UK,2015,463.13,14.75,18,11580.75,292.95,557.07,108.98,46,3,26.27,116.21,18,834,7881,0.03,Negative,183.17,0.49,75.25,84.22,72.29,4.69
Uniqlo,China,2021,460.81,27.4,20,14124.42,282.46,1045.18,198.08,69,0,30.87,109.11,11,8815,5114,-0.59,Positive,433.04,0.27,41.24,40.94,63.25,0.52
Zara,Brazil,2024,391.34,30.58,8,15706.62,260.67,925.21,133.03,64,1,27.13,167.24,15,3072,5003,-0.79,Neutral,381.63,0.11,1.59,5.12,91.16,1.79
H&M,Turkey,2019,395.63,11.59,11,10400.98,233.75,767.79,217.38,67,1,23.91,143.61,8,9325,1410,-0.27,Neutral,501.28,0.74,39.22,58.83,44.74,2.64
Shein,Germany,2015,452.16,26.05,12,14360.24,158.25,617.98,263.24,44,1,39.5,126.14,15,7098,5307,0.56,Negative,418.54,0.52,5.41,35.78,64.23,3.23
Zara,USA,2020,406.98,16.17,7,7685.83,222.96,1033.02,136.31,63,0,12.87,140.19,15,9730,3802,-0.19,Negative,336.6,0.47,86.85,21.43,18.96,4.93
Uniqlo,Indonesia,2018,295.82,20.89,20,8059.1,356.34,464.3,190.19,42,0,25.86,113.05,8,3832,3077,-0.61,Positive,248.67,0.46,6.96,97.21,6.62,1.01
H&M,Bangladesh,2016,606.43,19.41,10,10390.79,278.29,741.19,255.97,69,0,10.93,88.55,4,2773,3036,-0.19,Negative,631.83,0.3,34.69,87.69,94.17,4.43
Uniqlo,China,2018,380.24,12.43,12,8988.32,249.63,528.64,148.42,51,2,32.98,86.1,15,4884,1460,0.27,Negative,900.52,0.58,29.44,23.65,23.0,2.04
Forever 21,Germany,2017,548.23,18.47,10,10595.66,162.62,655.01,129.12,59,2,37.03,120.79,12,9471,3691,-0.26,Negative,131.36,0.93,79.58,59.74,76.9,2.24
Forever 21,China,2019,529.01,23.99,7,13969.01,-17.17,1277.98,192.38,62,0,36.75,90.36,14,8981,2220,-0.27,Negative,517.78,0.77,57.5,51.8,32.42,3.52
Zara,Brazil,2023,634.49,19.15,12,14177.5,210.56,439.55,144.06,50,0,36.6,94.36,17,9716,4987,0.2,Negative,817.32,0.99,76.56,10.21,72.82,1.29
H&M,USA,2022,499.08,11.95,7,14267.0,160.67,995.13,144.87,59,1,18.41,81.52,3,784,2289,0.2,Negative,685.15,0.85,31.56,13.94,73.83,4.5
Uniqlo,Bangladesh,2021,643.17,22.16,15,5376.26,205.52,773.74,29.51,53,2,20.68,99.45,14,5339,4143,-0.71,Negative,734.52,0.53,30.33,99.44,18.48,1.89
H&M,Turkey,2017,266.6,25.85,21,10023.84,227.97,876.7,119.91,47,1,13.68,83.37,15,1562,7992,-0.72,Negative,785.85,0.51,18.36,33.64,71.56,1.17
